,Player,Age,MP,Starts,Min,90s,Gls,Ast,Height,Market Value,Year,Foot_both,Foot_left,Foot_right,Pos_x_DF,Pos_x_FW,Pos_x_GK,Pos_x_MF,Squad_OTHER,Squad_TOP_6,Nation_BRTSH,Nation_EU,Nation_WORLD
815,Tim Ream,32,7,7,630,7.0,0,0,186.0,660000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
816,Nathan Redmond,26,29,17,1738,19.3,2,3,173.0,19800000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
817,Harrison Reed,25,31,26,2247,25.0,0,2,181.0,11000000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
818,Sergio Reguilón,23,27,26,2244,24.9,0,3,178.0,27500000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
819,Bobby Reid,27,33,28,2372,26.4,5,2,170.0,11000000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
820,Declan Rice,21,32,32,2879,32.0,2,1,185.0,71500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
821,Lewis Richardson,17,2,0,4,0.0,0,0,182.24392819429778,220000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
822,Richarlison,23,34,33,2861,31.8,7,3,184.0,60500000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
823,Matt Ritchie,30,18,15,1350,15.0,0,2,173.0,3300000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
824,Tyler Roberts,21,27,14,1340,14.9,1,2,180.0,6600000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
825,Andrew Robertson,26,38,38,3383,37.6,1,7,178.0,71500000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
826,Antonee Robinson,22,28,24,2162,24.0,0,0,183.0,7700000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
827,Callum Robinson,25,28,20,1560,17.3,5,0,178.0,6600000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
828,Jack Robinson,26,11,9,877,9.7,0,1,180.0,2200000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
829,Hal Robson-Kanu,31,19,2,561,6.2,2,0,183.0,1650000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
830,Joe Rodon,22,12,8,733,8.1,0,0,193.0,11000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
831,Rodri,24,34,31,2748,30.5,2,2,191.0,77000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
832,Rodrigo,29,26,14,1288,14.3,7,2,182.0,19800000.0,2020.0,0,1,0,0,1,0,0,1,0,0,1,0
833,James Rodríguez,29,23,21,1764,19.6,6,4,181.0,30800000.0,2020.0,0,1,0,0,0,0,1,1,0,0,0,1
834,Oriol Romeu,28,21,20,1763,19.6,1,1,183.0,6600000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
835,John Ruddy,33,2,1,91,1.0,0,0,192.0,880000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
836,Antonio Rüdiger,27,19,19,1710,19.0,1,0,190.0,30800000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
837,Mathew Ryan,28,11,11,990,11.0,0,0,184.0,6600000.0,2020.0,0,0,1,0,0,1,0,1,0,0,0,1
838,Mathew Ryan,28,11,11,990,11.0,0,0,184.0,6600000.0,2020.0,0,0,1,0,0,1,0,1,0,0,0,1
839,Mathew Ryan,28,3,3,270,3.0,0,0,184.0,6600000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
840,Mathew Ryan,28,3,3,270,3.0,0,0,184.0,6600000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
841,Allan Saint-Maximin,23,25,19,1560,17.3,3,4,173.0,33000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
842,Romain Saïss,30,27,27,2407,26.7,3,0,188.0,11000000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
843,Bukayo Saka,18,32,30,2553,28.4,5,3,178.0,71500000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
844,Mamadou Sakho,30,4,3,276,3.1,0,0,187.0,6600000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
845,Mohamed Salah,28,37,34,3078,34.2,22,5,175.0,110000000.0,2020.0,0,1,0,0,1,0,0,0,1,0,0,1
846,Mohammed Salisu,21,12,8,844,9.4,0,0,191.0,11000000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
847,Davinson Sánchez,24,18,17,1486,16.5,0,0,187.0,35200000.0,2020.0,0,0,1,1,0,0,0,0,1,0,0,1
848,Robert Sánchez,22,27,27,2430,27.0,0,0,182.24392819429778,8800000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
849,Morgan Sanson,25,9,3,294,3.3,0,0,180.0,17600000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
850,Romaine Sawyers,28,19,17,1487,16.5,0,0,175.0,2200000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
851,Dane Scarlett,16,1,0,1,0.0,0,0,180.0,275000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
852,Fabian Schär,28,18,13,1246,13.8,1,0,186.0,9900000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
853,Jeffrey Schlupp,27,27,15,1428,15.9,2,3,178.0,9900000.0,2020.0,0,1,0,0,0,0,1,1,0,0,0,1
854,Kasper Schmeichel,33,38,38,3420,38.0,0,0,189.0,6600000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
855,Nélson Semedo,26,34,34,2983,33.1,1,1,177.0,30800000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
856,Femi Seriki,18,1,0,1,0.0,0,0,182.24392819429778,220000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
857,Jamie Shackleton,20,13,3,461,5.1,0,0,168.0,2750000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
858,Xherdan Shaqiri,28,14,5,556,6.2,0,2,169.0,13200000.0,2020.0,0,1,0,0,1,0,0,0,1,0,1,0
859,Billy Sharp,34,16,7,735,8.2,3,0,175.0,550000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
860,Luke Shaw,25,32,30,2654,29.5,1,5,178.0,38500000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
861,Jonjo Shelvey,28,30,29,2617,29.1,1,3,184.0,14300000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
862,Shola Shoretire,16,2,0,11,0.1,0,0,171.0,3300000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
863,Bernardo Silva,25,26,24,2065,22.9,2,6,173.0,77000000.0,2020.0,0,1,0,0,1,0,0,0,1,0,1,0
864,Fábio Silva,18,32,11,1369,15.2,4,3,185.0,27500000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
865,Thiago Silva,35,23,23,1935,21.5,2,0,181.0,3300000.0,2020.0,0,0,1,1,0,0,0,0,1,0,0,1
866,Moussa Sissoko,30,25,15,1585,17.6,0,0,187.0,11000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
867,Islam Slimani,32,1,0,20,0.2,0,0,188.0,3300000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
868,Robert Snodgrass,32,3,0,5,0.1,0,0,182.0,1650000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
869,Robert Snodgrass,32,3,0,5,0.1,0,0,182.0,1650000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
870,Robert Snodgrass,32,8,6,526,5.8,0,0,182.0,1650000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
871,Robert Snodgrass,32,8,6,526,5.8,0,0,182.0,1650000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
872,Cédric Soares,28,10,8,746,8.3,0,1,171.0,6600000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
873,Zack Steffen,25,1,1,90,1.0,0,0,191.0,6600000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
874,Dale Stephens,31,7,3,261,2.9,0,0,185.0,2750000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
875,Dale Stephens,31,7,3,261,2.9,0,0,185.0,2750000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
876,Jack Stephens,26,18,17,1537,17.1,0,0,185.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
877,Raheem Sterling,25,31,28,2536,28.2,10,7,170.0,99000000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
878,Enda Stevens,30,30,30,2700,30.0,0,1,183.0,3850000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
879,John Stones,26,22,22,1933,21.5,4,0,188.0,33000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
880,Pascal Struijk,20,27,22,2075,23.1,1,0,190.0,9900000.0,2020.0,0,1,0,0,0,0,1,1,0,0,1,0
881,Japhet Tanganga,21,6,6,487,5.4,0,0,184.0,8800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
882,Matt Targett,24,38,38,3404,37.8,0,2,183.0,18700000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
883,James Tarkowski,27,36,36,3240,36.0,1,0,185.0,27500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
884,Percy Tau,26,3,1,103,1.1,0,1,175.0,3300000.0,2020.0,0,1,0,0,0,0,1,1,0,0,1,0
885,Sidnei Tavares,18,2,1,85,0.9,0,0,182.24392819429778,330000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
886,Charlie Taylor,26,29,28,2426,27.0,0,1,176.0,4400000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
887,Neil Taylor,31,1,0,16,0.2,0,0,176.0,1650000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
888,Allan Tchaptchet,18,1,0,13,0.1,0,0,182.24392819429778,165000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
889,Nathan Tella,21,18,7,745,8.3,1,1,173.0,2200000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
890,Alex Telles,27,9,8,690,7.7,0,2,181.0,22000000.0,2020.0,0,1,0,1,0,0,0,0,1,0,0,1
891,Kenny Tete,24,22,18,1481,16.5,0,1,180.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
892,Luke Thomas,19,14,12,969,10.8,1,0,181.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
893,Youri Tielemans,23,38,37,3357,37.3,6,4,176.0,60500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
894,Kieran Tierney,23,27,26,2299,25.5,1,3,180.0,35200000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
895,James Tomkins,31,8,6,553,6.1,0,0,192.0,2750000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
896,Fikayo Tomori,22,1,0,45,0.5,0,0,184.0,30800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
897,Cenk Tosun,29,5,0,48,0.5,0,0,183.0,5500000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
898,Andros Townsend,29,34,25,2258,25.1,1,5,181.0,7700000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
899,Conor Townsend,27,25,25,2234,24.8,0,2,168.0,2200000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
900,Adama Traoré,24,37,28,2649,29.4,2,2,178.0,33000000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
901,Bertrand Traoré,24,36,29,2317,25.7,7,6,181.0,22000000.0,2020.0,0,1,0,0,1,0,0,1,0,0,0,1
902,Leandro Trossard,25,35,30,2607,29.0,5,5,172.0,18700000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
903,Axel Tuanzebe,22,9,4,404,4.5,0,0,185.0,8800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
904,Cengiz Ünder,23,9,1,281,3.1,0,2,173.0,19800000.0,2020.0,0,1,0,0,1,0,0,1,0,0,1,0
905,Yan Valery,21,3,1,103,1.1,0,0,180.0,3300000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
906,Jamie Vardy,33,34,31,2840,31.6,15,9,179.0,7700000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
907,Joël Veltman,28,28,25,2281,25.3,1,1,184.0,6600000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
908,Jannik Vestergaard,27,30,29,2574,28.6,3,0,199.0,19800000.0,2020.0,1,0,0,1,0,0,0,1,0,0,1,0
909,Rúben Vinagre,21,2,1,173,1.9,0,0,174.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
910,Carlos Vinícius,25,9,3,308,3.4,1,0,190.0,19800000.0,2020.0,0,1,0,0,1,0,0,0,1,0,0,1
911,João Virgínia,20,1,0,48,0.5,0,0,192.0,1100000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
912,Vitinha,20,19,5,520,5.8,0,1,172.0,7700000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
913,Jake Vokins,20,1,1,66,0.7,0,0,180.0,275000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
914,Theo Walcott,31,21,20,1618,18.0,3,3,175.0,5500000.0,2020.0,1,0,0,0,1,0,0,1,0,1,0,0
915,Theo Walcott,31,21,20,1618,18.0,3,3,175.0,5500000.0,2020.0,1,0,0,0,1,0,0,1,0,1,0,0
916,Theo Walcott,31,1,0,13,0.1,0,0,175.0,5500000.0,2020.0,1,0,0,0,1,0,0,1,0,1,0,0
917,Theo Walcott,31,1,0,13,0.1,0,0,175.0,5500000.0,2020.0,1,0,0,0,1,0,0,1,0,1,0,0
918,Kyle Walker,30,24,22,1946,21.6,1,1,183.0,30800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
919,Kyle Walker-Peters,23,30,30,2645,29.4,0,2,173.0,19800000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
920,Aaron Wan-Bissaka,22,34,34,3060,34.0,2,4,183.0,44000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
921,Joel Ward,30,26,25,2256,25.1,0,1,186.0,2750000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
922,James Ward-Prowse,25,38,38,3420,38.0,8,7,177.0,33000000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
923,Ollie Watkins,24,37,37,3328,37.0,14,5,180.0,35200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
924,Caleb Watts,18,3,0,39,0.4,0,0,182.24392819429778,275000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
925,Adam Webster,25,29,29,2594,28.8,1,0,190.0,19800000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
926,Danny Welbeck,29,24,17,1545,17.2,6,1,185.0,4400000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
927,Danny Welbeck,29,24,17,1545,17.2,6,1,185.0,6050000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
928,Timo Werner,24,35,29,2602,28.9,6,8,180.0,71500000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
929,Ashley Westwood,30,38,38,3410,37.9,3,3,174.0,5500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
930,Ben White,22,36,36,3191,35.5,0,0,186.0,30800000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
931,Georginio Wijnaldum,29,38,34,2941,32.7,2,0,175.0,33000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
932,Brandon Williams,19,4,2,188,2.1,0,0,180.0,11000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
933,Neco Williams,19,6,3,249,2.8,0,0,183.0,8800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
934,Rhys Williams,19,9,7,661,7.3,0,0,195.0,5500000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
935,Willian,31,25,16,1406,15.6,1,5,175.0,9900000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
936,Joe Willock,20,7,2,238,2.6,0,0,186.0,17600000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
937,Joe Willock,20,7,2,238,2.6,0,0,186.0,17600000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
938,Joe Willock,20,14,11,978,10.9,8,0,186.0,17600000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
939,Joe Willock,20,14,11,978,10.9,8,0,186.0,17600000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
940,Callum Wilson,28,26,23,2084,23.2,12,5,180.0,24200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
941,Callum Wilson,28,26,23,2084,23.2,12,5,180.0,26400000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
942,Harry Winks,24,15,9,861,9.6,0,0,178.0,22000000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
943,Chris Wood,28,33,32,2741,30.5,12,3,191.0,8800000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
944,Granit Xhaka,27,31,29,2522,28.0,1,2,186.0,24200000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
945,Andriy Yarmolenko,30,15,1,375,4.2,0,1,189.0,4400000.0,2020.0,0,1,0,0,0,0,1,1,0,0,1,0
946,DeAndre Yedlin,27,6,5,436,4.8,0,0,173.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
947,Wilfried Zaha,27,30,29,2612,29.0,11,2,180.0,49500000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
948,Andi Zeqiri,21,9,0,171,1.9,0,0,185.0,2750000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
949,Oleksandr Zinchenko,23,20,15,1478,16.4,0,0,175.0,27500000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
950,Hakim Ziyech,27,23,15,1172,13.0,2,3,181.0,41800000.0,2020.0,0,1,0,0,0,0,1,0,1,0,0,1
951,Kurt Zouma,25,24,22,2029,22.5,5,0,190.0,35200000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
952,Martin Ødegaard,21,14,9,866,9.6,1,2,178.0,44000000.0,2020.0,0,1,0,0,0,0,1,0,1,0,1,0
